"Subject"	"Stim"	"Exp"	"Letter"	"Direction"	"Shot"	"Time"	"Answer"	"Video"	"count_ExperimentLoop"	"item"	"repeat."	"response"	"RT"	"time_ScreenForResponse"	"correct"
"2214"	"13"	"54"	"2"	"p"	"1"	"2"	"2"	0	"S2C1T2"	0	NA	NA	"m"	589	33109	""
"2371"	"14"	"31"	"2"	"p"	"1"	"2"	"2"	0	"S2C1T2"	0	NA	NA	"m"	3435	4939	""
"2606"	"15"	"86"	"2"	"p"	"1"	"2"	"2"	0	"S2C1T2"	0	NA	NA	"m"	495	13435	""
"2731"	"16"	"31"	"2"	"p"	"1"	"2"	"2"	0	"S2C1T2"	0	NA	NA	"m"	3435	4939	""
"3042"	"17"	"162"	"2"	"p"	"1"	"2"	"2"	0	"S2C1T2"	0	NA	NA	"m"	1316	81786	""
"3090"	"18"	"30"	"2"	"p"	"1"	"2"	"2"	1	"S2C1T2"	0	NA	NA	"p"	641	3832	"t2"
"3337"	"19"	"97"	"2"	"p"	"1"	"2"	"2"	0	"S2C1T2"	0	NA	NA	"q"	393	43024	""
"3587"	"20"	"167"	"2"	"p"	"1"	"2"	"2"	0	"S2C1T2"	0	NA	NA	"m"	1137	22706	""
"45"	"1"	"45"	"1"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	531	22700	"t3"
"241"	"2"	"61"	"1"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	806	19394	"t3"
"364"	"3"	"4"	"1"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	393	20948	"t3"
"641"	"4"	"101"	"1"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	614	60402	"t3"
"760"	"5"	"40"	"1"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	1000	15911	"t3"
"1053"	"6"	"153"	"1"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	329	9321	"t3"
"1192"	"7"	"112"	"1"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	510	14736	""
"1411"	"8"	"151"	"1"	"p"	"1"	"2"	"3"	0	"S2C1T3"	0	NA	NA	"q"	573	32760	""
"1485"	"9"	"45"	"1"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	531	22700	"t3"
"1681"	"10"	"61"	"1"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	402	63591	"t3"
"1814"	"11"	"14"	"2"	"p"	"1"	"2"	"3"	0	"S2C1T3"	0	NA	NA	"m"	4372	52040	""
"2107"	"12"	"127"	"2"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	574	82298	"t3"
"2205"	"13"	"45"	"2"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	486	33109	""
"2356"	"14"	"16"	"2"	"p"	"1"	"2"	"3"	0	"S2C1T3"	0	NA	NA	"m"	8938	4939	""
"2621"	"15"	"101"	"2"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	352	13435	"t3"
"2716"	"16"	"16"	"2"	"p"	"1"	"2"	"3"	0	"S2C1T3"	0	NA	NA	"m"	8938	4939	""
"2944"	"17"	"64"	"2"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	731	81786	"t3"
"3065"	"18"	"5"	"2"	"p"	"1"	"2"	"3"	1	"S2C1T3"	0	NA	NA	"p"	5769	3832	"t3"
"3310"	"19"	"70"	"2"	"p"	"1"	"2"	"3"	0	"S2C1T3"	0	NA	NA	"m"	411	43024	""
"3597"	"20"	"177"	"2"	"p"	"1"	"2"	"3"	0	"S2C1T3"	0	NA	NA	"q"	952	22706	""
"14"	"1"	"14"	"1"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"x"	1285	22700	""
"326"	"2"	"146"	"1"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"x"	662	19394	""
"469"	"3"	"109"	"1"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"x"	755	20948	""
"711"	"4"	"171"	"1"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"m"	811	60402	""
"791"	"5"	"71"	"1"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"m"	1194	15911	""
"928"	"6"	"28"	"1"	"q"	"2"	"2"	"1"	1	"S2C2T1"	0	NA	NA	"q"	1789	9321	"t1"
"1191"	"7"	"111"	"1"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"m"	3258	14736	""
"1368"	"8"	"108"	"1"	"q"	"2"	"2"	"1"	1	"S2C2T1"	0	NA	NA	"q"	1058	32760	"t1"
"1454"	"9"	"14"	"1"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"x"	1285	22700	""
"1693"	"10"	"73"	"1"	"q"	"2"	"2"	"1"	1	"S2C2T1"	0	NA	NA	"q"	3867	63591	"t1"
"1910"	"11"	"110"	"2"	"q"	"2"	"2"	"1"	1	"S2C2T1"	0	NA	NA	"q"	1638	52040	"t1"
"2109"	"12"	"129"	"2"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"p"	2103	82298	""
"2187"	"13"	"27"	"2"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"p"	2207	33109	""
"2403"	"14"	"63"	"2"	"q"	"2"	"2"	"1"	1	"S2C2T1"	0	NA	NA	"q"	3410	4939	"t1"
"2628"	"15"	"108"	"2"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"x"	534	13435	""
"2763"	"16"	"63"	"2"	"q"	"2"	"2"	"1"	1	"S2C2T1"	0	NA	NA	"q"	3410	4939	"t1"
"2892"	"17"	"12"	"2"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"p"	2458	81786	""
"3179"	"18"	"119"	"2"	"q"	"2"	"2"	"1"	1	"S2C2T1"	0	NA	NA	"q"	633	3832	"t1"
"3394"	"19"	"154"	"2"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"x"	362	43024	""
"3423"	"20"	"3"	"2"	"q"	"2"	"2"	"1"	0	"S2C2T1"	0	NA	NA	"x"	1157	22706	""
"20"	"1"	"20"	"1"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"x"	513	22700	""
"344"	"2"	"164"	"1"	"q"	"2"	"2"	"2"	1	"S2C2T2"	0	NA	NA	"q"	221	19394	"t2"
"420"	"3"	"60"	"1"	"q"	"2"	"2"	"2"	1	"S2C2T2"	0	NA	NA	"q"	404	20948	"t2"
"546"	"4"	"6"	"1"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"p"	816	60402	""
"889"	"5"	"169"	"1"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"m"	806	15911	""
"945"	"6"	"45"	"1"	"q"	"2"	"2"	"2"	1	"S2C2T2"	0	NA	NA	"q"	1872	9321	"t2"
"1106"	"7"	"26"	"1"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"m"	1343	14736	""
"1350"	"8"	"90"	"1"	"q"	"2"	"2"	"2"	1	"S2C2T2"	0	NA	NA	"q"	694	32760	"t2"
"1460"	"9"	"20"	"1"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"x"	513	22700	""
"1779"	"10"	"159"	"1"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"x"	867	63591	""
"1842"	"11"	"42"	"2"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"x"	1246	52040	""
"2055"	"12"	"75"	"2"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"p"	474	82298	""
"2196"	"13"	"36"	"2"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"p"	1536	33109	""
"2362"	"14"	"22"	"2"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"x"	3368	4939	""
"2684"	"15"	"164"	"2"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"m"	509	13435	""
"2722"	"16"	"22"	"2"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"x"	3368	4939	""
"3034"	"17"	"154"	"2"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"x"	1907	81786	""
"3220"	"18"	"160"	"2"	"q"	"2"	"2"	"2"	1	"S2C2T2"	0	NA	NA	"q"	636	3832	"t2"
"3243"	"19"	"3"	"2"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"m"	1172	43024	""
"3560"	"20"	"140"	"2"	"q"	"2"	"2"	"2"	0	"S2C2T2"	0	NA	NA	"p"	532	22706	""
"113"	"1"	"113"	"1"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	515	22700	"t3"
"252"	"2"	"72"	"1"	"q"	"2"	"2"	"3"	0	"S2C2T3"	0	NA	NA	"x"	805	19394	""
"398"	"3"	"38"	"1"	"q"	"2"	"2"	"3"	0	"S2C2T3"	0	NA	NA	"x"	445	20948	""
"576"	"4"	"36"	"1"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	620	60402	"t3"
"723"	"5"	"3"	"1"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	949	15911	"t3"
"901"	"6"	"1"	"1"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	464	9321	"t3"
"1099"	"7"	"19"	"1"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	731	14736	""
"1367"	"8"	"107"	"1"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	507	32760	"t3"
"1553"	"9"	"113"	"1"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	515	22700	"t3"
"1631"	"10"	"11"	"1"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	1092	63591	"t3"
"1818"	"11"	"18"	"2"	"q"	"2"	"2"	"3"	0	"S2C2T3"	0	NA	NA	"x"	3318	52040	""
"2116"	"12"	"136"	"2"	"q"	"2"	"2"	"3"	0	"S2C2T3"	0	NA	NA	"x"	1179	82298	""
"2209"	"13"	"49"	"2"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	1275	33109	""
"2512"	"14"	"172"	"2"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	1930	4939	"t3"
"2591"	"15"	"71"	"2"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	398	13435	"t3"
"2872"	"16"	"172"	"2"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	1930	4939	"t3"
"2900"	"17"	"20"	"2"	"q"	"2"	"2"	"3"	0	"S2C2T3"	0	NA	NA	"x"	4562	81786	""
"3130"	"18"	"70"	"2"	"q"	"2"	"2"	"3"	0	"S2C2T3"	0	NA	NA	"x"	751	3832	""
"3250"	"19"	"10"	"2"	"q"	"2"	"2"	"3"	1	"S2C2T3"	0	NA	NA	"q"	303	43024	"t3"
"3480"	"20"	"60"	"2"	"q"	"2"	"2"	"3"	0	"S2C2T3"	0	NA	NA	"p"	1067	22706	""
"9"	"1"	"9"	"1"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"x"	1139	22700	""
"242"	"2"	"62"	"1"	"m"	"3"	"2"	"1"	1	"S2C3T1"	0	NA	NA	"m"	967	19394	"t1"
"471"	"3"	"111"	"1"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"x"	1159	20948	""
"640"	"4"	"100"	"1"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"x"	1413	60402	""
"894"	"5"	"174"	"1"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"x"	1209	15911	""
"1046"	"6"	"146"	"1"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"q"	836	9321	""
"1144"	"7"	"64"	"1"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"q"	2359	14736	""
"1376"	"8"	"116"	"1"	"m"	"3"	"2"	"1"	1	"S2C3T1"	0	NA	NA	"m"	1149	32760	"t1"
"1449"	"9"	"9"	"1"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"x"	1139	22700	""
"1711"	"10"	"91"	"1"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"x"	2361	63591	""
"1893"	"11"	"93"	"2"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"q"	1136	52040	""
"2037"	"12"	"57"	"2"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"q"	630	82298	""
"2258"	"13"	"98"	"2"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"q"	1886	33109	""
"2491"	"14"	"151"	"2"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"x"	2704	4939	""
"2681"	"15"	"161"	"2"	"m"	"3"	"2"	"1"	1	"S2C3T1"	0	NA	NA	"m"	789	13435	"t1"
"2851"	"16"	"151"	"2"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"x"	2704	4939	""
"2974"	"17"	"94"	"2"	"m"	"3"	"2"	"1"	1	"S2C3T1"	0	NA	NA	"m"	1016	81786	"t1"
"3122"	"18"	"62"	"2"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"q"	591	3832	""
"3284"	"19"	"44"	"2"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"x"	486	43024	""
"3512"	"20"	"92"	"2"	"m"	"3"	"2"	"1"	0	"S2C3T1"	0	NA	NA	"q"	773	22706	""
"56"	"1"	"56"	"1"	"m"	"3"	"2"	"2"	1	"S2C3T2"	0	NA	NA	"m"	1133	22700	"t2"
"215"	"2"	"35"	"1"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"x"	978	19394	""
"447"	"3"	"87"	"1"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"q"	558	20948	""
"663"	"4"	"123"	"1"	"m"	"3"	"2"	"2"	1	"S2C3T2"	0	NA	NA	"m"	2291	60402	"t2"
"822"	"5"	"102"	"1"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"q"	1013	15911	""
"926"	"6"	"26"	"1"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"q"	1112	9321	""
"1127"	"7"	"47"	"1"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"q"	730	14736	""
"1348"	"8"	"88"	"1"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"q"	707	32760	""
"1496"	"9"	"56"	"1"	"m"	"3"	"2"	"2"	1	"S2C3T2"	0	NA	NA	"m"	1133	22700	"t2"
"1666"	"10"	"46"	"1"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"x"	1873	63591	""
"1825"	"11"	"25"	"2"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"p"	3355	52040	""
"2095"	"12"	"115"	"2"	"m"	"3"	"2"	"2"	1	"S2C3T2"	0	NA	NA	"m"	536	82298	"t2"
"2302"	"13"	"142"	"2"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"x"	604	33109	""
"2499"	"14"	"159"	"2"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"p"	2591	4939	""
"2568"	"15"	"48"	"2"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"x"	477	13435	""
"2859"	"16"	"159"	"2"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"p"	2591	4939	""
"2920"	"17"	"40"	"2"	"m"	"3"	"2"	"2"	1	"S2C3T2"	0	NA	NA	"m"	647	81786	"t2"
"3186"	"18"	"126"	"2"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"p"	941	3832	""
"3270"	"19"	"30"	"2"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"q"	398	43024	""
"3488"	"20"	"68"	"2"	"m"	"3"	"2"	"2"	0	"S2C3T2"	0	NA	NA	"p"	891	22706	""
"69"	"1"	"69"	"1"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"q"	396	22700	""
"212"	"2"	"32"	"1"	"m"	"3"	"2"	"3"	1	"S2C3T3"	0	NA	NA	"m"	2250	19394	"t3"
"487"	"3"	"127"	"1"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"x"	495	20948	""
"606"	"4"	"66"	"1"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"p"	523	60402	""
"759"	"5"	"39"	"1"	"m"	"3"	"2"	"3"	1	"S2C3T3"	0	NA	NA	"m"	1011	15911	"t3"
"1062"	"6"	"162"	"1"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"q"	229	9321	""
"1248"	"7"	"168"	"1"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"q"	1255	14736	""
"1269"	"8"	"9"	"1"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"p"	1259	32760	""
"1509"	"9"	"69"	"1"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"q"	396	22700	""
"1723"	"10"	"103"	"1"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"p"	460	63591	""
"1847"	"11"	"47"	"2"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"p"	1126	52040	""
"1998"	"12"	"18"	"2"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"p"	1529	82298	""
"2255"	"13"	"95"	"2"	"m"	"3"	"2"	"3"	1	"S2C3T3"	0	NA	NA	"m"	1534	33109	""
"2466"	"14"	"126"	"2"	"m"	"3"	"2"	"3"	1	"S2C3T3"	0	NA	NA	"m"	2282	4939	"t3"
"2656"	"15"	"136"	"2"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"p"	537	13435	""
"2826"	"16"	"126"	"2"	"m"	"3"	"2"	"3"	1	"S2C3T3"	0	NA	NA	"m"	2282	4939	"t3"
"2978"	"17"	"98"	"2"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"p"	1386	81786	""
"3145"	"18"	"85"	"2"	"m"	"3"	"2"	"3"	1	"S2C3T3"	0	NA	NA	"m"	682	3832	"t3"
"3316"	"19"	"76"	"2"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"p"	342	43024	""
"3545"	"20"	"125"	"2"	"m"	"3"	"2"	"3"	0	"S2C3T3"	0	NA	NA	"q"	813	22706	""
"110"	"1"	"110"	"1"	"x"	"4"	"2"	"1"	1	"S2C4T1"	0	NA	NA	"x"	486	22700	"t1"
"183"	"2"	"3"	"1"	"x"	"4"	"2"	"1"	1	"S2C4T1"	0	NA	NA	"x"	1027	19394	"t1"
"536"	"3"	"176"	"1"	"x"	"4"	"2"	"1"	1	"S2C4T1"	0	NA	NA	"x"	476	20948	""
"581"	"4"	"41"	"1"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"q"	874	60402	""
"721"	"5"	"1"	"1"	"x"	"4"	"2"	"1"	1	"S2C4T1"	0	NA	NA	"x"	1427	15911	"t1"
"1049"	"6"	"149"	"1"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"q"	1112	9321	""
"1203"	"7"	"123"	"1"	"x"	"4"	"2"	"1"	1	"S2C4T1"	0	NA	NA	"x"	2879	14736	""
"1371"	"8"	"111"	"1"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"m"	743	32760	""
"1550"	"9"	"110"	"1"	"x"	"4"	"2"	"1"	1	"S2C4T1"	0	NA	NA	"x"	486	22700	"t1"
"1656"	"10"	"36"	"1"	"x"	"4"	"2"	"1"	1	"S2C4T1"	0	NA	NA	"x"	1106	63591	"t1"
"1857"	"11"	"57"	"2"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"q"	3043	52040	""
"2150"	"12"	"170"	"2"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"m"	886	82298	""
"2246"	"13"	"86"	"2"	"x"	"4"	"2"	"1"	1	"S2C4T1"	0	NA	NA	"x"	1189	33109	""
"2503"	"14"	"163"	"2"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"p"	2696	4939	""
"2548"	"15"	"28"	"2"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"q"	453	13435	""
"2863"	"16"	"163"	"2"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"p"	2696	4939	""
"2946"	"17"	"66"	"2"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"q"	1553	81786	""
"3150"	"18"	"90"	"2"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"p"	603	3832	""
"3386"	"19"	"146"	"2"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"p"	290	43024	""
"3556"	"20"	"136"	"2"	"x"	"4"	"2"	"1"	0	"S2C4T1"	0	NA	NA	"p"	948	22706	""
"3"	"1"	"3"	"1"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"q"	459	22700	""
"309"	"2"	"129"	"1"	"x"	"4"	"2"	"2"	1	"S2C4T2"	0	NA	NA	"x"	799	19394	"t2"
"455"	"3"	"95"	"1"	"x"	"4"	"2"	"2"	1	"S2C4T2"	0	NA	NA	"x"	397	20948	"t2"
"680"	"4"	"140"	"1"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"p"	1289	60402	""
"796"	"5"	"76"	"1"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"q"	1320	15911	""
"1022"	"6"	"122"	"1"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"m"	1743	9321	""
"1227"	"7"	"147"	"1"	"x"	"4"	"2"	"2"	1	"S2C4T2"	0	NA	NA	"x"	2323	14736	""
"1315"	"8"	"55"	"1"	"x"	"4"	"2"	"2"	1	"S2C4T2"	0	NA	NA	"x"	1250	32760	"t2"
"1443"	"9"	"3"	"1"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"q"	459	22700	""
"1747"	"10"	"127"	"1"	"x"	"4"	"2"	"2"	1	"S2C4T2"	0	NA	NA	"x"	746	63591	"t2"
"1805"	"11"	"5"	"2"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"m"	3032	52040	""
"2021"	"12"	"41"	"2"	"x"	"4"	"2"	"2"	1	"S2C4T2"	0	NA	NA	"x"	689	82298	"t2"
"2330"	"13"	"170"	"2"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"m"	907	33109	""
"2507"	"14"	"167"	"2"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"q"	2536	4939	""
"2582"	"15"	"62"	"2"	"x"	"4"	"2"	"2"	1	"S2C4T2"	0	NA	NA	"x"	452	13435	"t2"
"2867"	"16"	"167"	"2"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"q"	2536	4939	""
"3004"	"17"	"124"	"2"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"p"	1929	81786	""
"3109"	"18"	"49"	"2"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"m"	717	3832	""
"3418"	"19"	"178"	"2"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"q"	374	43024	""
"3521"	"20"	"101"	"2"	"x"	"4"	"2"	"2"	0	"S2C4T2"	0	NA	NA	"m"	979	22706	""
"28"	"1"	"28"	"1"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	550	22700	""
"221"	"2"	"41"	"1"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	903	19394	""
"432"	"3"	"72"	"1"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	342	20948	""
"547"	"4"	"7"	"1"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	366	60402	""
"757"	"5"	"37"	"1"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	859	15911	""
"943"	"6"	"43"	"1"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	273	9321	""
"1180"	"7"	"100"	"1"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	1003	14736	""
"1332"	"8"	"72"	"1"	"x"	"4"	"2"	"3"	1	"S2C4T3"	0	NA	NA	"x"	560	32760	"t3"
"1468"	"9"	"28"	"1"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	550	22700	""
"1738"	"10"	"118"	"1"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	330	63591	""
"1933"	"11"	"133"	"2"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"m"	632	52040	""
"2157"	"12"	"177"	"2"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	1326	82298	""
"2294"	"13"	"134"	"2"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	913	33109	""
"2476"	"14"	"136"	"2"	"x"	"4"	"2"	"3"	1	"S2C4T3"	0	NA	NA	"x"	2502	4939	"t3"
"2620"	"15"	"100"	"2"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"q"	320	13435	""
"2836"	"16"	"136"	"2"	"x"	"4"	"2"	"3"	1	"S2C4T3"	0	NA	NA	"x"	2502	4939	"t3"
"3056"	"17"	"176"	"2"	"x"	"4"	"2"	"3"	1	"S2C4T3"	0	NA	NA	"x"	952	81786	"t3"
"3127"	"18"	"67"	"2"	"x"	"4"	"2"	"3"	1	"S2C4T3"	0	NA	NA	"x"	670	3832	"t3"
"3249"	"19"	"9"	"2"	"x"	"4"	"2"	"3"	1	"S2C4T3"	0	NA	NA	"x"	644	43024	"t3"
"3472"	"20"	"52"	"2"	"x"	"4"	"2"	"3"	0	"S2C4T3"	0	NA	NA	"p"	756	22706	""
"58"	"1"	"58"	"1"	"p"	"1"	"3"	"1"	0	"S3C1T1"	0	NA	NA	"m"	693	22700	""
"185"	"2"	"5"	"1"	"p"	"1"	"3"	"1"	0	"S3C1T1"	0	NA	NA	"x"	971	19394	""
"448"	"3"	"88"	"1"	"p"	"1"	"3"	"1"	1	"S3C1T1"	0	NA	NA	"p"	12474	20948	"t1"
"719"	"4"	"179"	"1"	"p"	"1"	"3"	"1"	1	"S3C1T1"	0	NA	NA	"p"	1117	60402	"t1"
"773"	"5"	"53"	"1"	"p"	"1"	"3"	"1"	0	"S3C1T1"	0	NA	NA	"m"	78140	15911	""
"937"	"6"	"37"	"1"	"p"	"1"	"3"	"1"	0	"S3C1T1"	0	NA	NA	"q"	1234	9321	""
"1132"	"7"	"52"	"1"	"p"	"1"	"3"	"1"	0	"S3C1T1"	0	NA	NA	"q"	4527	14736	""
"1422"	"8"	"162"	"1"	"p"	"1"	"3"	"1"	0	"S3C1T1"	0	NA	NA	"q"	958	32760	""
